,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B118,B119,B120,B121,B122,B123,B125,B126,B127,B128,B129,B130,B131,B132,B133,B134,B135,B136,B137,B138,B139,B140,B141,B142,B143,B144,B145,B146,B147,B148,B149,B150,B151,B152,B153,B154,B155,B156,B157,B158,B159,B160,B161,B162,B163,B164,B165,B166,B167,B168,B169,B170,B171,B172,B173,B174,B175,B176,B177,B178,B179,B180,B181,B182,B183,B184,B185,B186,B187,B188,B189,B190,B191,B192,B193,B194,B195,B196,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium sp.
ASV259,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium sp.
ASV260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium sp.
ASV262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus corynebacterioides
ASV264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,2,0,0,0,0,0,0,0,0,9,8,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus fascians
ASV266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus sp.
ASV267,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus erythropolis
ASV268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus sp.
ASV270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Williamsia,s__Williamsia sp.
ASV271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,9,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Williamsia,s__Williamsia sp.
ASV273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Williamsia,s__Williamsia sp.
ASV274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Gordonia,s__Gordonia sputi
ASV277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Gordonia,s__Gordonia sp.
ASV278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Gordonia,s__Gordonia terrae
ASV279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Gordonia,s__Gordonia amarae
ASV282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,2,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Mycobacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus coprophilus
ASV440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces scabiei
ASV442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Unc. Streptomycetaceae,s__Unc. Streptomycetaceae sp.
ASV443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Unc. Streptomycetaceae,s__Unc. Streptomycetaceae sp.
ASV444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV445,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces turgidiscabies
ASV447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces thermocarboxydus
ASV453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,20,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV456,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces lydicus
ASV458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV463,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,18,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV467,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,29,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,44,0,0,0,0,25,0,0,0,0,0,8,0,0,0,17,0,8,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces lavendulae
ASV469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces atroolivaceus
ASV470,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,15,0,0,0,0,0,0,0,0,23,0,5,0,0,0,0,0,0,21,0,0,41,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,25,0,0,23,0,0,0,0,0,13,27,13,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces lincolnensis
ASV472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces aureus
ASV474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp.
ASV475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces atratus
ASV476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Kitasatosporales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces atratus
ASV565,34,36,26,52,32,19,37,40,21,17,43,32,23,24,30,38,39,48,49,37,37,35,45,50,58,49,59,40,47,32,35,24,6,2,11,46,66,39,61,31,69,60,45,67,43,44,38,50,50,41,12,22,15,54,65,39,45,33,48,49,81,67,28,41,33,50,56,24,7,8,5,88,72,44,35,63,52,54,69,65,28,47,22,38,27,33,21,40,55,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__PeM15,f__Unc. PeM15,g__Unc. PeM15,s__Unc. PeM15 sp.
ASV566,0,0,11,0,0,0,0,8,9,0,0,11,16,13,0,0,0,0,0,0,0,10,0,0,0,0,15,0,0,6,0,1,0,0,0,7,0,0,0,12,0,0,5,0,12,15,15,17,0,18,0,8,10,8,0,0,14,6,0,13,0,0,0,16,12,0,0,12,0,0,0,0,0,19,19,15,8,0,9,14,0,0,4,0,0,5,0,16,14,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__PeM15,f__Unc. PeM15,g__Unc. PeM15,s__Unc. PeM15 sp.
ASV568,0,11,0,0,15,0,0,0,0,11,0,11,0,0,0,0,0,13,19,0,0,0,0,0,0,13,0,7,11,0,0,0,0,0,0,16,0,0,14,0,0,22,10,0,0,0,0,0,0,0,0,6,0,20,18,0,0,10,0,0,0,20,16,0,7,0,0,0,0,0,0,0,0,0,0,0,12,21,17,17,11,0,0,0,0,0,5,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__PeM15,f__Unc. PeM15,g__Unc. PeM15,s__Unc. PeM15 sp.
ASV573,21,22,20,20,29,23,24,21,16,27,20,19,24,26,16,19,20,21,26,34,21,18,15,27,26,24,23,12,18,15,19,31,13,3,0,25,43,10,23,0,24,37,31,21,16,33,22,27,21,31,9,15,3,35,16,32,32,20,17,42,34,21,20,28,14,17,23,36,0,0,0,30,36,24,23,28,21,34,32,27,10,20,0,11,13,16,7,11,19,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__Longivirga,s__Longivirga sp.
ASV574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,18,20,24,0,0,0,14,0,0,0,0,17,0,0,15,0,14,16,0,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,20,0,0,0,0,26,0,0,0,0,0,16,0,9,0,0,0,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__Longivirga,s__Longivirga sp.
ASV576,0,7,10,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__Longivirga,s__Longivirga sp.
ASV632,0,19,19,15,20,9,19,20,12,13,0,20,17,26,15,0,15,18,21,19,26,18,24,18,15,0,4,0,15,20,23,19,0,0,7,20,30,20,39,19,32,29,22,23,17,0,21,18,19,9,7,8,3,31,32,19,19,0,18,24,23,0,21,24,25,14,8,15,0,0,5,18,37,32,16,26,37,33,24,19,23,10,14,11,25,7,0,11,0,k__Bacteria,p__Actinomycetota,c__Actinobacteria,o__Frankiales,f__Sporichthyaceae,g__Sporichthya,s__Sporichthya sp.
